LaMarcus,Aldridge,2015-03-28,POR,DEN,True,2076.0,13,20,1,2,5,6,0,11,11,2,0,0,2,1,32
Jimmy,Butler,2015-03-28,CHI,NYK,True,1538.0,5,9,0,0,8,8,1,2,3,4,5,1,0,0,18
Rudy,Gobert,2015-03-28,UTA,OKC,True,2460.0,3,6,0,0,7,10,7,8,15,1,3,4,0,5,13
Gerald,Henderson,2015-03-28,CHO,ATL,True,1778.0,9,10,2,2,0,0,0,5,5,4,0,0,1,2,20
Mike,Muscala,2015-03-28,ATL,CHO,False,2063.0,7,13,2,2,2,2,3,7,10,4,1,2,2,0,18
Nikola,Mirotic,2015-03-28,CHI,NYK,True,1542.0,8,15,3,7,5,6,2,4,6,2,1,1,2,4,24
Nicolas,Batum,2015-03-28,POR,DEN,True,2241.0,6,8,3,5,0,0,0,2,2,7,2,0,1,1,15
Stephen,Curry,2015-03-28,GSW,MIL,False,1824.0,8,13,6,9,3,3,0,4,4,6,1,0,6,4,25
Dennis,Schroder,2015-03-28,ATL,CHO,False,1506.0,5,12,3,3,4,4,2,2,4,11,0,0,2,2,17
Russell,Westbrook,2015-03-28,OKC,UTA,False,2448.0,12,29,3,9,10,12,1,7,8,6,0,0,9,4,37
Jameer,Nelson,2015-03-28,DEN,POR,False,1503.0,9,18,4,8,0,0,1,1,2,5,1,0,1,2,22
Klay,Thompson,2015-03-28,GSW,MIL,False,2044.0,8,17,3,8,2,2,1,4,5,4,2,1,2,3,21
Marvin,Williams,2015-03-28,CHO,ATL,True,2184.0,6,14,3,9,2,2,1,4,5,3,2,0,0,0,17
Pau,Gasol,2015-03-28,CHI,NYK,True,1653.0,8,15,0,1,3,5,2,10,12,4,0,0,3,0,19
Arron,Afflalo,2015-03-28,POR,DEN,True,1760.0,8,11,1,1,4,4,0,5,5,0,2,0,4,4,21
Kemba,Walker,2015-03-28,CHO,ATL,True,2047.0,7,19,1,4,6,7,1,4,5,6,0,0,1,2,21
Trey,Burke,2015-03-28,UTA,OKC,True,1982.0,8,23,1,8,5,7,1,5,6,4,4,0,2,3,22
P.J.,Hairston,2015-03-28,CHO,ATL,True,1175.0,4,4,2,2,2,2,0,2,2,0,2,0,0,0,12
Kent,Bazemore,2015-03-28,ATL,CHO,False,2009.0,7,14,3,7,3,4,0,5,5,2,1,0,2,3,20
John,Jenkins,2015-03-28,ATL,CHO,False,2011.0,6,12,3,6,1,2,0,1,1,3,2,0,0,2,16
Robin,Lopez,2015-03-28,POR,DEN,True,1784.0,3,6,0,0,6,6,3,5,8,1,0,2,1,2,12
Will,Barton,2015-03-28,DEN,POR,False,1494.0,6,8,0,1,0,0,0,7,7,3,1,1,1,3,12
Wilson,Chandler,2015-03-28,DEN,POR,False,2359.0,5,12,1,5,2,2,0,8,8,5,2,0,1,3,13
Aaron,Brooks,2015-03-28,CHI,NYK,True,1565.0,5,9,2,3,0,0,0,1,1,5,1,0,0,1,12
Mo,Williams,2015-03-28,CHO,ATL,True,1328.0,6,9,4,5,2,2,0,1,1,4,0,0,4,3,18
Enes,Kanter,2015-03-28,OKC,UTA,False,2069.0,7,13,0,0,4,6,4,7,11,1,0,2,4,5,18
Chris,Kaman,2015-03-28,POR,DEN,True,1031.0,7,12,0,0,0,0,4,5,9,2,0,2,3,2,14
Kenneth,Faried,2015-03-28,DEN,POR,False,1539.0,3,10,0,0,8,9,6,4,10,0,1,0,1,4,14
Cole,Aldrich,2015-03-28,NYK,CHI,False,1195.0,2,4,0,0,4,4,1,5,6,3,1,2,1,1,8
Bismack,Biyombo,2015-03-28,CHO,ATL,True,1842.0,3,6,0,0,3,3,2,9,11,1,0,3,1,2,9
Randy,Foye,2015-03-28,DEN,POR,False,1379.0,6,11,4,8,1,1,0,0,0,1,1,0,2,1,17
Jared,Dudley,2015-03-28,MIL,GSW,True,1476.0,6,10,1,3,0,0,2,3,5,0,2,0,2,2,13
J.J.,Hickson,2015-03-28,DEN,POR,False,1586.0,4,9,0,0,1,2,4,4,8,2,3,0,2,1,9
Gordon,Hayward,2015-03-28,UTA,OKC,True,2308.0,4,16,0,6,9,12,1,4,5,5,2,2,4,3,17
James,Michael,2015-03-28,GSW,MIL,False,1365.0,5,8,0,0,2,2,1,3,4,0,0,3,2,1,12
John,Henson,2015-03-28,MIL,GSW,True,1207.0,3,9,0,0,2,4,7,3,10,0,1,4,1,3,8
Mike,Dunleavy,2015-03-28,CHI,NYK,True,1540.0,4,9,1,2,1,1,2,3,5,1,1,0,0,0,10
Ty,Lawson,2015-03-28,DEN,POR,False,2074.0,3,11,0,0,7,8,0,1,1,7,1,0,3,0,13
Khris,Middleton,2015-03-28,MIL,GSW,True,1644.0,5,14,0,3,4,4,1,1,2,3,2,0,2,0,14
Anthony,Morrow,2015-03-28,OKC,UTA,False,1715.0,3,5,2,3,4,4,0,4,4,2,0,1,2,5,12
David,Lee,2015-03-28,GSW,MIL,False,1241.0,6,8,0,0,0,0,1,3,4,1,0,0,2,1,12
Jusuf,Nurkic,2015-03-28,DEN,POR,False,1154.0,5,5,0,0,0,0,0,1,1,0,1,0,0,3,10
Marreese,Speights,2015-03-28,GSW,MIL,False,1198.0,5,11,0,1,2,2,2,5,7,3,1,0,3,2,12
Giannis,Antetokounmpo,2015-03-28,MIL,GSW,True,1799.0,4,6,0,0,4,6,1,2,3,1,1,0,2,3,12
Taj,Gibson,2015-03-28,CHI,NYK,True,1425.0,5,7,0,0,2,2,1,7,8,0,0,1,3,3,12
Quincy,Acy,2015-03-28,NYK,CHI,False,749.0,3,7,0,2,3,3,1,2,3,1,1,0,0,0,9
C.J.,McCollum,2015-03-28,POR,DEN,True,1146.0,4,6,1,2,0,0,0,2,2,0,1,0,0,0,9
Cleanthony,Early,2015-03-28,NYK,CHI,False,1082.0,3,6,1,3,2,2,1,0,1,3,2,0,1,5,9
Zaza,Pachulia,2015-03-28,MIL,GSW,True,1370.0,5,11,0,0,2,2,1,2,3,1,0,1,1,1,12
O.J.,Mayo,2015-03-28,MIL,GSW,True,1214.0,2,6,1,3,3,3,0,2,2,5,1,0,1,3,8
Harrison,Barnes,2015-03-28,GSW,MIL,False,1564.0,4,8,2,3,3,5,0,6,6,0,1,0,2,4,13
Shane,Larkin,2015-03-28,NYK,CHI,False,1879.0,2,8,0,2,2,2,0,2,2,8,0,0,0,0,6
Trevor,Booker,2015-03-28,UTA,OKC,True,1961.0,4,9,1,1,3,5,2,1,3,0,1,0,0,5,12
Jeffery,Taylor,2015-03-28,CHO,ATL,True,1623.0,3,6,0,3,3,4,0,2,2,2,0,0,0,1,9
Jerryd,Bayless,2015-03-28,MIL,GSW,True,1611.0,2,8,0,1,3,3,1,5,6,5,2,0,2,2,7
Steve,Blake,2015-03-28,POR,DEN,True,1080.0,2,5,2,4,0,0,0,1,1,5,2,0,2,0,6
Elton,Brand,2015-03-28,ATL,CHO,False,1677.0,4,8,0,0,1,2,1,5,6,1,0,2,1,2,9
Steven,Adams,2015-03-28,OKC,UTA,False,1384.0,2,6,0,0,1,5,5,9,14,2,1,1,1,4,5
Tyler,Ennis,2015-03-28,MIL,GSW,True,1081.0,2,4,0,0,1,2,0,2,2,4,2,0,1,2,5
Damian,Lillard,2015-03-28,POR,DEN,True,1774.0,4,11,0,3,0,0,0,3,3,10,1,0,3,4,8
Andrea,Bargnani,2015-03-28,NYK,CHI,False,1584.0,7,15,0,1,0,0,1,6,7,1,0,0,3,1,14
Shaun,Livingston,2015-03-28,GSW,MIL,False,1474.0,2,5,0,0,0,0,0,2,2,8,0,0,1,1,4
Ricky,Ledo,2015-03-28,NYK,CHI,False,1720.0,4,10,1,4,2,4,1,2,3,1,2,0,2,2,11
Langston,Galloway,2015-03-28,NYK,CHI,False,2164.0,5,14,1,4,1,2,1,4,5,2,0,0,0,3,12
Joe,Ingles,2015-03-28,UTA,OKC,True,903.0,3,4,0,1,0,0,1,0,1,2,1,0,1,2,6
Tony,Snell,2015-03-28,CHI,NYK,True,1469.0,3,7,0,2,0,0,2,4,6,5,0,0,2,2,6
Austin,Daye,2015-03-28,ATL,CHO,False,967.0,4,7,1,3,0,0,0,2,2,1,0,0,0,4,9
Ersan,Ilyasova,2015-03-28,MIL,GSW,True,1404.0,1,10,0,5,6,6,1,6,7,1,1,0,0,1,8
Jeremy,Evans,2015-03-28,UTA,OKC,True,437.0,2,2,0,0,0,0,2,1,3,0,0,0,0,0,4
Joakim,Noah,2015-03-28,CHI,NYK,True,1409.0,3,7,0,0,0,0,1,6,7,2,0,1,1,2,6
Andrew,Bogut,2015-03-28,GSW,MIL,False,1124.0,2,3,0,0,0,0,1,5,6,1,0,3,2,2,4
Justin,Holiday,2015-03-28,GSW,MIL,False,509.0,1,3,1,3,0,0,0,1,1,2,1,1,0,0,3
Al,Jefferson,2015-03-28,CHO,ATL,True,1038.0,1,5,0,0,0,0,2,4,6,2,0,2,0,0,2
Chris,Johnson,2015-03-28,UTA,OKC,True,884.0,2,5,1,3,0,0,1,2,3,0,1,0,0,2,5
Shelvin,Mack,2015-03-28,ATL,CHO,False,1552.0,2,10,1,4,0,0,0,1,1,8,0,0,1,0,5
Jason,Maxiell,2015-03-28,CHO,ATL,True,696.0,1,2,0,0,0,0,1,2,3,4,0,1,1,3,2
Michael,Carter-Williams,2015-03-28,MIL,GSW,True,1291.0,3,9,0,0,2,2,1,0,1,3,2,0,3,3,8
Pero,Antic,2015-03-28,ATL,CHO,False,1241.0,1,3,1,2,0,0,0,2,2,0,2,0,0,2,3
Rodney,Hood,2015-03-28,UTA,OKC,True,1721.0,3,8,1,4,0,1,0,3,3,0,1,1,1,2,7
D.J.,Augustin,2015-03-28,OKC,UTA,False,1714.0,2,6,1,4,1,2,0,3,3,1,0,0,1,0,6
Lance,Stephenson,2015-03-28,CHO,ATL,True,471.0,2,5,0,1,1,2,0,2,2,1,0,0,0,1,5
Mitch,McGary,2015-03-28,OKC,UTA,False,962.0,4,5,0,0,0,0,0,1,1,0,0,0,2,5,8
Leandro,Barbosa,2015-03-28,GSW,MIL,False,828.0,1,2,0,0,0,0,0,3,3,1,1,0,1,1,2
Nazr,Mohammed,2015-03-28,CHI,NYK,True,356.0,1,2,0,0,0,0,1,2,3,0,0,1,0,2,2
Jason,Smith,2015-03-28,NYK,CHI,False,1069.0,0,4,0,0,2,2,2,3,5,2,0,1,1,2,2
Dorell,Wright,2015-03-28,POR,DEN,True,1192.0,1,5,0,1,1,2,1,2,3,2,0,1,0,3,3
Gary,Harris,2015-03-28,DEN,POR,False,632.0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,2
Lou,Amundson,2015-03-28,NYK,CHI,False,1077.0,1,3,0,0,0,0,1,2,3,0,0,3,2,1,2
E'Twaun,Moore,2015-03-28,CHI,NYK,True,499.0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,2
