Kevin,Durant,2015-01-16,OKC,GSW,True,2319.0,14,18,3,5,5,5,0,9,9,4,1,0,2,0,36
Kyrie,Irving,2015-01-16,CLE,LAC,False,2465.0,12,18,5,7,8,9,1,3,4,5,3,1,4,4,37
Derrick,Rose,2015-01-16,CHI,BOS,False,1968.0,12,20,5,8,0,0,1,2,3,10,1,2,0,0,29
Blake,Griffin,2015-01-16,LAC,CLE,True,2484.0,14,23,0,0,6,7,4,6,10,3,1,0,0,6,34
Gordon,Hayward,2015-01-16,UTA,LAL,True,2137.0,12,18,4,7,3,3,0,3,3,7,1,1,3,0,31
Brandon,Jennings,2015-01-16,DET,IND,False,2031.0,10,23,8,13,9,9,0,2,2,3,2,0,2,1,37
Chris,Bosh,2015-01-16,MIA,SAC,False,2339.0,11,20,3,3,5,6,1,6,7,3,3,1,1,1,30
Al,Horford,2015-01-16,ATL,TOR,False,1667.0,8,8,0,0,6,7,0,5,5,5,0,1,0,0,22
Luol,Deng,2015-01-16,MIA,SAC,False,2238.0,11,18,2,4,1,2,1,5,6,4,2,2,0,0,25
Jarrett,Jack,2015-01-16,BRK,WAS,False,2092.0,12,18,1,2,1,2,1,5,6,7,2,1,2,3,26
Tristan,Thompson,2015-01-16,CLE,LAC,False,2376.0,10,12,0,0,4,4,3,9,12,0,0,2,1,2,24
Nerlens,Noel,2015-01-16,PHI,NOP,True,1966.0,7,10,0,0,3,4,2,9,11,2,2,5,0,2,17
Serge,Ibaka,2015-01-16,OKC,GSW,True,2115.0,12,18,1,2,2,3,5,3,8,1,0,1,1,3,27
Klay,Thompson,2015-01-16,GSW,OKC,False,1995.0,12,22,3,6,5,6,2,2,4,4,0,0,3,1,32
Russell,Westbrook,2015-01-16,OKC,GSW,True,2155.0,7,19,1,4,2,4,3,12,15,16,4,0,3,4,17
Brook,Lopez,2015-01-16,BRK,WAS,False,1385.0,8,14,0,0,10,12,1,2,3,0,2,2,1,3,26
