Kemba,Walker,2014-12-27,CHO,ORL,True,2529.0,15,31,5,12,7,1,2,3,7,0,1,2,0,42
Darren,Collison,2014-12-27,SAC,NYK,True,2577.0,9,10,3,3,6,0,1,1,10,2,0,2,2,27
Jimmy,Butler,2014-12-27,CHI,NOP,True,2179.0,12,18,0,3,9,2,3,5,2,2,1,0,4,33
DeMarcus,Cousins,2014-12-27,SAC,NYK,True,1934.0,14,27,1,1,10,3,8,11,4,0,2,5,5,39
Dwyane,Wade,2014-12-27,MIA,MEM,True,2131.0,11,17,1,3,2,0,3,3,7,4,2,1,3,25
Carmelo,Anthony,2014-12-27,NYK,SAC,False,2740.0,13,29,2,7,8,3,8,11,6,1,0,3,3,36
Anthony,Davis,2014-12-27,NOP,CHI,False,2441.0,13,24,0,0,3,3,8,11,2,0,6,1,2,29
Jeff,Teague,2014-12-27,ATL,MIL,False,2217.0,7,14,1,4,10,1,7,8,7,1,0,2,3,25
Kyle,Lowry,2014-12-27,TOR,LAC,False,2142.0,9,17,3,7,4,1,2,3,7,3,0,3,0,25
Rodney,Stuckey,2014-12-27,IND,BRK,False,2172.0,7,13,1,1,5,1,5,6,8,4,0,2,3,20
Jonas,Valanciunas,2014-12-27,TOR,LAC,False,2057.0,8,13,0,0,6,5,6,11,1,0,0,0,1,22
Derrick,Favors,2014-12-27,UTA,PHI,True,2048.0,7,11,0,0,3,2,13,15,3,3,5,4,3,17
C.J.,Watson,2014-12-27,IND,BRK,False,1773.0,7,10,3,4,0,0,9,9,5,3,0,1,2,17
Stephen,Curry,2014-12-27,GSW,MIN,True,1832.0,9,18,4,9,3,1,2,3,6,3,0,3,3,25
Rudy,Gay,2014-12-27,SAC,NYK,True,2605.0,12,21,2,7,3,0,2,2,3,2,2,4,4,29
Marc,Gasol,2014-12-27,MEM,MIA,False,1946.0,7,14,0,0,8,1,9,10,3,0,2,2,0,22
Nikola,Vucevic,2014-12-27,ORL,CHO,False,2068.0,9,19,0,0,4,2,9,11,3,1,0,0,2,22
