Russell,Westbrook,2015-03-08,OKC,TOR,True,2406.0,9,21,1,4,11,13,3,8,11,17,4,1,9,1,30
Tony,Parker,2015-03-08,SAS,CHI,True,1827.0,13,19,1,1,5,8,1,3,4,2,2,0,1,2,32
Al,Jefferson,2015-03-08,CHO,DET,False,1782.0,10,14,0,0,4,6,1,7,8,3,3,1,1,2,24
Shaun,Livingston,2015-03-08,GSW,LAC,True,1685.0,9,14,0,0,3,5,2,6,8,3,3,0,0,2,21
Monta,Ellis,2015-03-08,DAL,LAL,False,2277.0,12,22,5,7,2,6,0,3,3,3,1,1,1,3,31
Draymond,Green,2015-03-08,GSW,LAC,True,1670.0,8,15,3,7,4,4,0,3,3,6,1,1,0,3,23
Enes,Kanter,2015-03-08,OKC,TOR,True,1713.0,9,14,0,0,3,5,6,6,12,4,0,1,1,4,21
Brandon,Bass,2015-03-08,BOS,ORL,False,2282.0,9,14,1,1,0,0,10,7,17,5,0,0,3,4,19
Reggie,Jackson,2015-03-08,DET,CHO,True,2010.0,9,21,2,4,5,5,4,3,7,7,1,0,2,2,25
Gordon,Hayward,2015-03-08,UTA,BRK,False,1964.0,7,15,2,6,8,9,1,4,5,1,3,0,1,1,24
Victor,Oladipo,2015-03-08,ORL,BOS,True,2538.0,7,16,2,3,6,6,1,6,7,5,2,0,1,4,22
Pau,Gasol,2015-03-08,CHI,SAS,False,1989.0,9,16,0,0,5,6,2,13,15,0,0,2,2,2,23
Terrence,Ross,2015-03-08,TOR,OKC,False,1544.0,7,12,6,9,0,0,1,3,4,2,2,1,0,3,20
Mo,Williams,2015-03-08,CHO,DET,False,2233.0,6,15,1,5,8,8,0,0,0,9,1,0,1,2,21
Isaiah,Thomas,2015-03-08,BOS,ORL,False,1820.0,5,14,3,9,8,10,0,5,5,9,2,0,3,4,21
Serge,Ibaka,2015-03-08,OKC,TOR,True,2438.0,10,16,0,3,1,2,0,7,7,1,0,5,1,3,21
Derrick,Favors,2015-03-08,UTA,BRK,False,2252.0,8,16,0,0,6,8,0,8,8,4,0,1,1,2,22
Al-Farouq,Aminu,2015-03-08,DAL,LAL,False,1202.0,3,7,1,4,6,7,1,4,5,0,6,3,1,3,13
Tobias,Harris,2015-03-08,ORL,BOS,True,2538.0,8,17,2,7,3,3,0,4,4,1,2,2,1,0,21
