Russell,Westbrook,2015-02-06,OKC,NOP,True,2382.0,15,28,3,5,15,3,6,9,11,4,0,3,4,48
Anthony,Davis,2015-02-06,NOP,OKC,False,2665.0,15,23,1,1,10,3,7,10,3,0,2,3,2,41
Tobias,Harris,2015-02-06,ORL,LAL,True,2724.0,14,18,2,5,4,0,7,7,2,1,1,2,1,34
Marcus,Morris,2015-02-06,PHO,UTA,True,1964.0,11,17,5,7,7,1,11,12,0,2,1,3,0,34
Blake,Griffin,2015-02-06,LAC,TOR,False,2143.0,9,15,0,0,8,2,4,6,9,1,1,1,1,26
James,Harden,2015-02-06,HOU,MIL,True,2414.0,9,14,3,6,12,0,3,3,5,1,0,3,1,33
DeMar,DeRozan,2015-02-06,TOR,LAC,True,1910.0,6,16,0,1,12,1,8,9,8,2,0,0,1,24
Giannis,Antetokounmpo,2015-02-06,MIL,HOU,False,2083.0,11,16,0,0,5,3,12,15,4,0,1,3,4,27
Stephen,Curry,2015-02-06,GSW,ATL,False,2172.0,8,19,4,9,6,0,2,2,9,2,2,1,3,26
Greg,Monroe,2015-02-06,DET,DEN,True,2165.0,7,13,0,0,7,4,17,21,3,2,2,4,0,21
Jeff,Teague,2015-02-06,ATL,GSW,True,1938.0,5,15,2,4,11,1,2,3,7,3,2,2,0,23
Kawhi,Leonard,2015-02-06,SAS,MIA,True,2006.0,8,15,5,10,3,1,3,4,4,3,0,1,0,24
Klay,Thompson,2015-02-06,GSW,ATL,False,2176.0,11,20,4,8,3,0,4,4,5,2,1,3,2,29
Tyreke,Evans,2015-02-06,NOP,OKC,False,2532.0,8,17,3,6,3,1,9,10,16,1,1,6,4,22
Jared,Sullinger,2015-02-06,BOS,PHI,True,1821.0,9,18,1,5,3,2,6,8,7,2,1,1,4,22
Nikola,Vucevic,2015-02-06,ORL,LAL,True,2444.0,11,21,0,0,3,4,9,13,2,2,2,1,5,25
C.J.,Miles,2015-02-06,IND,CLE,True,1927.0,8,16,4,10,6,0,4,4,3,2,0,1,1,26
David,West,2015-02-06,IND,CLE,True,1712.0,9,15,0,0,2,3,10,13,3,2,0,0,3,20
D.J.,Augustin,2015-02-06,DET,DEN,True,2055.0,6,10,2,3,8,0,2,2,11,0,0,5,1,22
Chris,Paul,2015-02-06,LAC,TOR,False,2386.0,8,16,2,5,4,0,6,6,9,2,0,3,2,22
Paul,Millsap,2015-02-06,ATL,GSW,True,2055.0,6,10,0,2,9,2,2,4,3,3,1,2,3,21
Brook,Lopez,2015-02-06,BRK,NYK,True,1973.0,11,18,0,0,0,5,4,9,2,0,6,3,3,22
Kyrie,Irving,2015-02-06,CLE,IND,False,2359.0,13,26,3,9,0,3,1,4,5,1,0,2,5,29
James,Johnson,2015-02-06,TOR,LAC,True,1136.0,7,7,0,0,2,1,4,5,3,2,0,1,0,16
Ryan,Kelly,2015-02-06,LAL,ORL,False,2007.0,6,14,5,6,3,1,4,5,3,2,1,0,3,20
Trevor,Ariza,2015-02-06,HOU,MIL,True,2337.0,9,21,6,10,0,2,4,6,3,3,0,1,4,24
George,Hill,2015-02-06,IND,CLE,True,1584.0,3,8,2,3,12,2,1,3,7,1,1,4,2,20
Rudy,Gobert,2015-02-06,UTA,PHO,False,1620.0,6,7,0,0,2,3,9,12,4,1,1,1,3,14
Kyle,Lowry,2015-02-06,TOR,LAC,True,2286.0,6,9,3,6,6,0,1,1,1,1,0,1,2,21
Eric,Bledsoe,2015-02-06,PHO,UTA,True,1865.0,6,12,3,3,0,0,2,2,6,4,0,0,2,15
Kevin,Durant,2015-02-06,OKC,NOP,True,2566.0,9,26,3,10,6,2,3,5,4,2,1,2,2,27
Kyle,Korver,2015-02-06,ATL,GSW,True,2046.0,6,10,5,9,0,0,7,7,2,2,1,1,2,17
Josh,Smith,2015-02-06,HOU,MIL,True,1968.0,5,8,4,5,0,2,8,10,8,1,1,4,1,14
Jarrett,Jack,2015-02-06,BRK,NYK,True,2532.0,7,12,1,1,5,0,2,2,8,0,0,4,0,20
