LeBron,James,2015-01-31,CLE,MIN,False,2385.0,14,25,3,8,5,3,3,6,5,0,1,2,1,36
D.J.,Augustin,2015-01-31,DET,HOU,True,2223.0,8,13,1,2,11,0,2,2,12,2,0,5,0,28
Blake,Griffin,2015-01-31,LAC,SAS,False,2080.0,12,21,0,0,7,1,12,13,5,0,1,2,1,31
John,Wall,2015-01-31,WAS,TOR,True,2671.0,8,16,1,3,11,1,7,8,12,1,0,2,5,28
Cody,Zeller,2015-01-31,CHO,DEN,False,1891.0,10,11,0,0,1,1,7,8,3,3,2,0,3,21
Andrew,Wiggins,2015-01-31,MIN,CLE,True,2592.0,14,25,3,4,2,1,0,1,1,4,0,1,1,33
James,Harden,2015-01-31,HOU,DET,False,2188.0,10,17,2,4,4,0,7,7,9,2,1,4,1,26
Monta,Ellis,2015-01-31,DAL,ORL,False,2224.0,11,20,1,3,2,0,2,2,13,3,1,3,4,25
Al,Horford,2015-01-31,ATL,PHI,True,1993.0,10,16,0,1,3,2,9,11,4,0,3,1,0,23
Kentavious,Caldwell-Pope,2015-01-31,DET,HOU,True,2422.0,10,21,6,11,2,1,4,5,4,1,3,0,3,28
Rudy,Gay,2015-01-31,SAC,IND,False,2637.0,10,22,0,2,11,0,5,5,3,0,1,1,5,31
Tyson,Chandler,2015-01-31,DAL,ORL,False,1877.0,9,12,0,0,2,0,9,9,2,0,1,0,0,20
Stephen,Curry,2015-01-31,GSW,PHO,True,2246.0,9,23,4,9,3,1,3,4,7,2,1,1,2,25
Bradley,Beal,2015-01-31,WAS,TOR,True,2686.0,9,17,5,10,3,1,2,3,4,2,0,3,3,26
Darren,Collison,2015-01-31,SAC,IND,False,2383.0,9,15,3,6,2,0,5,5,5,1,0,1,2,23
Nikola,Vucevic,2015-01-31,ORL,DAL,True,1830.0,8,13,0,0,1,3,13,16,2,0,1,0,2,17
Kawhi,Leonard,2015-01-31,SAS,LAC,True,2060.0,8,18,4,8,4,1,4,5,0,3,0,0,3,24
Donatas,Motiejunas,2015-01-31,HOU,DET,False,1766.0,10,13,1,2,0,3,1,4,3,0,0,1,5,21
Zach,Randolph,2015-01-31,MEM,OKC,True,2200.0,8,20,0,0,5,10,8,18,3,0,1,3,4,21
Marc,Gasol,2015-01-31,MEM,OKC,True,1920.0,5,14,0,0,5,2,10,12,5,2,1,0,3,15
Michael,Kidd-Gilchrist,2015-01-31,CHO,DEN,False,1824.0,7,13,0,0,3,2,11,13,3,1,1,1,2,17
Paul,Pierce,2015-01-31,WAS,TOR,True,2084.0,6,10,3,7,4,0,5,5,2,1,1,2,0,19
Greg,Monroe,2015-01-31,DET,HOU,True,2249.0,7,12,0,0,5,1,11,12,2,0,1,1,2,19
David,West,2015-01-31,IND,SAC,True,1622.0,5,10,0,0,7,1,4,5,3,1,3,1,3,17
Kyle,Lowry,2015-01-31,TOR,WAS,False,2494.0,8,15,1,5,6,0,3,3,3,2,0,2,4,23
DeAndre,Jordan,2015-01-31,LAC,SAS,False,1857.0,3,5,0,0,2,7,12,19,1,1,4,1,4,8
Jared,Dudley,2015-01-31,MIL,POR,True,2058.0,7,11,3,6,1,2,4,6,2,3,1,4,1,18
Lou,Williams,2015-01-31,TOR,WAS,False,1756.0,8,16,2,7,1,0,1,1,5,3,0,1,2,19
Patrick,Patterson,2015-01-31,TOR,WAS,False,2218.0,5,7,3,4,3,1,5,6,2,0,1,0,3,16
Jason,Maxiell,2015-01-31,CHO,DEN,False,1213.0,6,10,0,0,2,2,5,7,0,1,4,0,1,14
Harrison,Barnes,2015-01-31,GSW,PHO,True,2159.0,5,7,2,2,1,1,7,8,3,1,2,1,1,13
Amir,Johnson,2015-01-31,TOR,WAS,False,2281.0,6,10,1,3,4,2,4,6,3,1,3,2,5,17
Danny,Green,2015-01-31,SAS,LAC,True,1787.0,5,11,5,8,1,0,2,2,0,3,3,1,0,16
Wesley,Matthews,2015-01-31,POR,MIL,False,2057.0,7,15,4,7,1,1,3,4,3,2,1,2,3,19
Thaddeus,Young,2015-01-31,MIN,CLE,True,2285.0,9,13,1,1,0,2,1,3,1,0,0,1,3,19
Andre,Drummond,2015-01-31,DET,HOU,True,1987.0,5,11,0,0,1,8,8,16,0,1,3,0,1,11
Evan,Fournier,2015-01-31,ORL,DAL,True,2210.0,6,10,1,2,2,0,3,3,1,2,0,0,2,15
John,Henson,2015-01-31,MIL,POR,True,1614.0,6,9,0,0,2,1,7,8,1,0,4,2,3,14
Richard,Jefferson,2015-01-31,DAL,ORL,False,1694.0,4,5,3,3,3,0,3,3,1,1,1,1,2,14
Klay,Thompson,2015-01-31,GSW,PHO,True,1963.0,9,17,3,9,1,0,3,3,4,0,2,5,2,22
