Anthony,Davis,2014-10-28 22:30:00-04:00,NOP,ORL,True,2180.0,10,22,0,0,6,9,9,8,17,2,3,9,0,1,26
James,Harden,2014-10-28 22:30:00-04:00,HOU,LAL,False,1846.0,7,17,3,6,15,16,0,1,1,6,1,0,0,1,32
Monta,Ellis,2014-10-28 22:30:00-04:00,DAL,SAS,False,2233.0,11,21,1,2,3,4,1,3,4,6,1,0,3,0,26
Nikola,Vucevic,2014-10-28 22:30:00-04:00,ORL,NOP,False,2103.0,7,15,0,0,1,2,5,18,23,1,1,4,1,2,15
Tony,Parker,2014-10-28 22:30:00-04:00,SAS,DAL,True,2090.0,9,15,4,4,1,2,1,2,3,3,0,0,1,2,23
Omer,Asik,2014-10-28 22:30:00-04:00,NOP,ORL,True,2010.0,7,10,0,0,0,3,7,10,17,2,0,5,3,4,14
Carlos,Boozer,2014-10-28 22:30:00-04:00,LAL,HOU,True,1655.0,7,13,0,0,3,3,3,4,7,2,1,0,0,1,17
Terrence,Jones,2014-10-28 22:30:00-04:00,HOU,LAL,False,1831.0,8,16,0,1,0,1,6,7,13,3,2,2,2,4,16
Dirk,Nowitzki,2014-10-28 22:30:00-04:00,DAL,SAS,False,1900.0,7,11,0,1,4,4,2,4,6,2,1,0,1,4,18
Tobias,Harris,2014-10-28 22:30:00-04:00,ORL,NOP,False,2192.0,9,18,1,2,6,6,2,6,8,0,1,0,4,2,25
Manu,Ginobili,2014-10-28 22:30:00-04:00,SAS,DAL,True,1661.0,6,13,2,6,6,7,0,2,2,6,2,0,3,4,20
Devin,Harris,2014-10-28 22:30:00-04:00,DAL,SAS,False,1747.0,6,12,2,5,3,4,0,0,0,5,2,0,1,1,17
Ryan,Anderson,2014-10-28 22:30:00-04:00,NOP,ORL,True,1341.0,9,22,3,6,1,3,7,2,9,0,0,0,0,2,22
Tim,Duncan,2014-10-28 22:30:00-04:00,SAS,DAL,True,1811.0,5,10,0,0,4,5,5,8,13,2,1,2,5,0,14
Marco,Belinelli,2014-10-28 22:30:00-04:00,SAS,DAL,True,1845.0,5,8,3,6,2,2,0,2,2,3,1,0,2,1,15
Trevor,Ariza,2014-10-28 22:30:00-04:00,HOU,LAL,False,1774.0,5,10,5,8,1,1,1,2,3,2,2,0,2,3,16
Ed,Davis,2014-10-28 22:30:00-04:00,LAL,HOU,True,1295.0,5,7,0,0,1,2,2,4,6,0,1,2,0,6,11
Tyreke,Evans,2014-10-28 22:30:00-04:00,NOP,ORL,True,2080.0,5,15,0,1,2,5,2,7,9,6,0,0,0,0,12
Dwight,Howard,2014-10-28 22:30:00-04:00,HOU,LAL,False,1234.0,3,5,0,0,7,16,3,8,11,1,0,1,1,5,13
Kobe,Bryant,2014-10-28 22:30:00-04:00,LAL,HOU,True,1740.0,6,17,0,1,7,8,0,3,3,2,1,0,1,5,19
Jameer,Nelson,2014-10-28 22:30:00-04:00,DAL,SAS,False,1828.0,3,7,3,5,0,0,0,0,0,3,1,1,0,1,9
Danny,Green,2014-10-28 22:30:00-04:00,SAS,DAL,True,2042.0,5,9,3,6,0,0,2,2,4,1,1,0,3,4,13
Tyson,Chandler,2014-10-28 22:30:00-04:00,DAL,SAS,False,1665.0,4,8,0,0,0,0,3,7,10,0,2,0,1,5,8
Brandan,Wright,2014-10-28 22:30:00-04:00,DAL,SAS,False,1084.0,2,2,0,0,2,2,1,4,5,0,0,1,0,2,6
