Stephen,Curry,2014-12-18,GSW,OKC,True,2491.0,14,24,5,12,1,4,3,7,9,4,1,4,0,34
Jimmy,Butler,2014-12-18,CHI,NYK,True,2684.0,11,21,4,7,9,1,4,5,7,4,1,2,1,35
Anthony,Davis,2014-12-18,NOP,HOU,False,2449.0,10,17,0,0,10,1,13,14,3,2,5,1,0,30
Kevin,Durant,2014-12-18,OKC,GSW,False,1124.0,10,13,5,6,5,0,2,2,2,0,1,2,1,30
DeMarcus,Cousins,2014-12-18,SAC,MIL,True,1969.0,8,12,0,0,11,1,10,11,5,1,0,6,4,27
Pau,Gasol,2014-12-18,CHI,NYK,True,2137.0,8,15,0,0,4,3,4,7,2,0,5,1,0,20
Rudy,Gay,2014-12-18,SAC,MIL,True,2359.0,9,15,1,2,1,0,9,9,6,1,0,1,2,20
Jared,Dudley,2014-12-18,MIL,SAC,False,1977.0,7,10,2,3,3,1,4,5,1,1,0,0,2,19
Russell,Westbrook,2014-12-18,OKC,GSW,False,2411.0,11,30,3,10,8,1,2,3,8,2,0,6,2,33
Ben,McLemore,2014-12-18,SAC,MIL,True,2481.0,8,10,1,2,5,0,4,4,3,0,0,3,5,22
Klay,Thompson,2014-12-18,GSW,OKC,True,2117.0,7,15,2,4,3,0,2,2,5,1,1,1,0,19
Draymond,Green,2014-12-18,GSW,OKC,True,2657.0,7,14,1,5,1,2,7,9,9,1,1,2,4,16
Tim,Hardaway,2014-12-18,NYK,CHI,False,2410.0,8,19,5,8,2,1,1,2,5,1,0,3,3,23
Nikola,Mirotic,2014-12-18,CHI,NYK,True,1613.0,4,7,2,4,3,0,1,1,3,3,1,0,3,13
Aaron,Brooks,2014-12-18,CHI,NYK,True,1508.0,5,9,3,5,5,0,2,2,5,1,0,4,1,18
Brandon,Knight,2014-12-18,MIL,SAC,False,2257.0,6,16,3,7,5,0,5,5,4,2,0,3,1,20
Darren,Collison,2014-12-18,SAC,MIL,True,2411.0,6,11,2,4,1,0,1,1,5,3,0,2,3,15
Cole,Aldrich,2014-12-18,NYK,CHI,False,1534.0,5,8,0,0,3,4,6,10,3,1,1,3,3,13
Amar'e,Stoudemire,2014-12-18,NYK,CHI,False,1847.0,7,13,0,0,2,2,4,6,2,2,4,3,5,16
