Stephen,Curry,2014-11-08 20:30:00-05:00,GSW,HOU,False,2398.0,13,19,6,9,2,2,1,8,9,5,4,0,5,2,34
Anthony,Davis,2014-11-08 20:30:00-05:00,NOP,SAS,False,2201.0,10,17,0,0,7,8,2,9,11,1,4,6,4,2,27
J.J.,Redick,2014-11-08 20:30:00-05:00,LAC,POR,True,2244.0,11,13,2,3,6,8,0,4,4,1,1,0,1,2,30
Kyle,Korver,2014-11-08 20:30:00-05:00,ATL,NYK,True,2253.0,7,12,6,9,7,7,0,4,4,1,1,3,1,1,27
Dwyane,Wade,2014-11-08 20:30:00-05:00,MIA,MIN,True,1774.0,11,16,0,0,3,5,0,1,1,8,2,0,2,0,25
Chris,Paul,2014-11-08 20:30:00-05:00,LAC,POR,True,2187.0,9,18,0,3,4,4,0,4,4,11,1,1,0,2,22
Aaron,Brooks,2014-11-08 20:30:00-05:00,CHI,BOS,True,1691.0,9,15,4,7,4,4,0,0,0,8,0,0,2,6,26
Solomon,Hill,2014-11-08 20:30:00-05:00,IND,WAS,True,2565.0,10,19,1,3,7,11,2,4,6,1,3,0,3,2,28
Zach,Randolph,2014-11-08 20:30:00-05:00,MEM,MIL,False,2155.0,7,14,1,1,7,7,6,8,14,1,0,0,1,5,22
Damian,Lillard,2014-11-08 20:30:00-05:00,POR,LAC,False,2316.0,9,14,4,8,3,4,0,7,7,8,0,0,5,5,25
Nikola,Pekovic,2014-11-08 20:30:00-05:00,MIN,MIA,False,1780.0,6,10,0,0,7,7,4,7,11,0,1,0,1,2,19
Tony,Parker,2014-11-08 20:30:00-05:00,SAS,NOP,True,2016.0,11,18,0,2,6,6,0,3,3,4,0,0,5,2,28
Danny,Green,2014-11-08 20:30:00-05:00,SAS,NOP,True,1962.0,5,8,3,5,3,3,2,2,4,2,1,2,0,2,16
Chris,Bosh,2014-11-08 20:30:00-05:00,MIA,MIN,True,2129.0,9,21,0,2,6,6,2,5,7,2,0,0,0,0,24
Jrue,Holiday,2014-11-08 20:30:00-05:00,NOP,SAS,False,2155.0,6,15,1,2,2,2,0,3,3,11,3,2,2,4,15
Robin,Lopez,2014-11-08 20:30:00-05:00,POR,LAC,False,1944.0,7,10,0,0,5,7,3,4,7,2,0,1,2,3,19
Nicolas,Batum,2014-11-08 20:30:00-05:00,POR,LAC,False,2045.0,3,6,2,4,2,2,1,7,8,8,1,2,1,2,10
Jeff,Teague,2014-11-08 20:30:00-05:00,ATL,NYK,True,2083.0,6,13,0,0,7,10,1,1,2,5,1,0,0,2,19
Evan,Turner,2014-11-08 20:30:00-05:00,BOS,CHI,False,1937.0,7,14,1,2,4,4,2,3,5,6,0,0,2,2,19
DeAndre,Jordan,2014-11-08 20:30:00-05:00,LAC,POR,True,2417.0,3,4,0,0,0,2,6,8,14,2,5,1,1,2,6
Donatas,Motiejunas,2014-11-08 20:30:00-05:00,HOU,GSW,True,1802.0,5,10,2,3,4,4,4,4,8,1,2,0,1,3,16
Kawhi,Leonard,2014-11-08 20:30:00-05:00,SAS,NOP,True,2190.0,5,13,0,2,4,6,5,9,14,3,1,1,0,3,14
Amar'e,Stoudemire,2014-11-08 20:30:00-05:00,NYK,ATL,False,1256.0,6,11,0,0,2,2,4,5,9,2,0,1,0,1,14
Iman,Shumpert,2014-11-08 20:30:00-05:00,NYK,ATL,False,2074.0,8,12,2,4,1,2,1,3,4,7,1,0,4,6,19
Marc,Gasol,2014-11-08 20:30:00-05:00,MEM,MIL,False,2031.0,4,11,0,0,10,11,1,3,4,1,2,2,3,0,18
