Brandon,Jennings,2015-01-04,DET,SAC,True,1833.0,14,21,5,8,2,0,2,2,7,2,0,2,3,35
Kevin,Love,2015-01-04,CLE,DAL,True,1943.0,11,21,3,7,5,6,4,10,3,1,1,2,1,30
Eric,Bledsoe,2015-01-04,PHO,TOR,True,1782.0,7,12,1,2,5,0,2,2,8,3,0,1,2,20
Chris,Bosh,2015-01-04,MIA,BRK,True,2341.0,10,16,3,4,3,1,4,5,2,1,0,1,4,26
Kobe,Bryant,2015-01-04,LAL,IND,True,1928.0,7,14,2,3,4,0,6,6,6,3,0,2,2,20
Dwyane,Wade,2015-01-04,MIA,BRK,True,2021.0,9,20,0,1,7,2,4,6,7,2,0,5,2,25
James,Johnson,2015-01-04,TOR,PHO,False,1550.0,7,9,0,0,3,1,6,7,2,2,1,2,3,17
Zaza,Pachulia,2015-01-04,MIL,NYK,False,1852.0,6,12,0,0,4,4,10,14,3,2,0,2,4,16
Darren,Collison,2015-01-04,SAC,DET,False,1695.0,5,7,2,2,5,0,6,6,3,3,0,3,3,17
Nick,Young,2015-01-04,LAL,IND,True,1710.0,4,12,2,5,12,0,3,3,1,1,0,1,2,22
Jonas,Valanciunas,2015-01-04,TOR,PHO,False,1967.0,9,14,0,0,3,3,7,10,1,0,0,3,1,21
Deron,Williams,2015-01-04,BRK,MIA,False,1564.0,5,10,1,2,2,0,6,6,8,1,0,0,2,13
Tyson,Chandler,2015-01-04,DAL,CLE,False,1769.0,6,7,0,0,2,1,7,8,3,0,1,1,2,14
Goran,Dragic,2015-01-04,PHO,TOR,True,1717.0,8,11,2,3,0,1,5,6,3,0,0,1,3,18
Andre,Drummond,2015-01-04,DET,SAC,True,1696.0,6,11,0,0,3,4,10,14,1,0,2,0,4,15
Donald,Sloan,2015-01-04,IND,LAL,False,2175.0,6,14,1,6,3,0,7,7,9,0,0,1,2,16
Giannis,Antetokounmpo,2015-01-04,MIL,NYK,False,1780.0,6,9,1,1,3,5,7,12,2,1,2,4,4,16
Hassan,Whiteside,2015-01-04,MIA,BRK,True,1628.0,5,7,0,0,1,1,9,10,0,1,5,1,1,11
Dirk,Nowitzki,2015-01-04,DAL,CLE,False,1502.0,7,12,1,2,0,0,5,5,3,0,2,0,0,15
Kendall,Marshall,2015-01-04,MIL,NYK,False,1256.0,6,8,0,2,3,0,2,2,3,1,0,1,1,15
Monta,Ellis,2015-01-04,DAL,CLE,False,1579.0,8,15,1,4,3,0,1,1,2,1,1,1,2,20
Brook,Lopez,2015-01-04,BRK,MIA,False,1526.0,6,11,0,0,4,3,4,7,0,1,1,1,3,16
Lou,Williams,2015-01-04,TOR,PHO,False,1686.0,4,10,2,6,7,0,3,3,3,1,0,1,3,17
Kyle,Lowry,2015-01-04,TOR,PHO,False,2049.0,6,17,3,8,4,0,3,3,7,2,0,3,4,19
Isaiah,Thomas,2015-01-04,PHO,TOR,True,1383.0,6,10,3,5,3,0,0,0,3,5,0,6,4,18
Tim,Hardaway,2015-01-04,NYK,MIL,True,2264.0,6,13,3,5,2,0,3,3,4,1,1,2,3,17
Greg,Monroe,2015-01-04,DET,SAC,True,1619.0,6,10,0,0,2,3,8,11,0,1,0,2,1,14
Chandler,Parsons,2015-01-04,DAL,CLE,False,1569.0,5,11,2,7,2,1,3,4,3,1,0,1,1,14
J.J.,Barea,2015-01-04,DAL,CLE,False,1247.0,6,7,2,3,0,0,2,2,4,0,0,2,4,14
Brandon,Knight,2015-01-04,MIL,NYK,False,1943.0,6,14,1,3,4,2,0,2,5,0,0,3,0,17
DeMarcus,Cousins,2015-01-04,SAC,DET,False,2421.0,5,17,0,1,8,3,12,15,4,2,1,6,3,18
Richard,Jefferson,2015-01-04,DAL,CLE,False,1433.0,3,5,3,3,2,0,3,3,3,0,1,1,2,11
Roy,Hibbert,2015-01-04,IND,LAL,False,1724.0,5,12,0,0,2,3,8,11,0,1,1,1,1,12
Miles,Plumlee,2015-01-04,PHO,TOR,True,1389.0,3,6,0,0,3,2,5,7,2,2,0,2,0,9
Jason,Thompson,2015-01-04,SAC,DET,False,1356.0,4,6,0,0,1,0,7,7,0,0,3,0,1,9
Chris,Andersen,2015-01-04,MIA,BRK,True,1251.0,1,1,0,0,5,2,6,8,1,0,1,0,2,7
Tristan,Thompson,2015-01-04,CLE,DAL,True,2314.0,3,5,0,0,2,3,8,11,2,2,1,1,4,8
Mason,Plumlee,2015-01-04,BRK,MIA,False,1354.0,5,6,0,0,2,2,3,5,0,1,1,3,1,12
Archie,Goodwin,2015-01-04,PHO,TOR,True,535.0,3,4,0,1,6,0,1,1,1,0,1,1,2,12
Quincy,Acy,2015-01-04,NYK,MIL,True,1695.0,4,7,0,1,1,1,6,7,2,2,0,0,4,9
C.J.,Miles,2015-01-04,IND,LAL,False,1903.0,7,18,3,9,2,1,1,2,0,2,0,1,3,19
Ray,McCallum,2015-01-04,SAC,DET,False,1185.0,5,6,0,0,0,0,1,1,1,1,0,0,2,10
Joe,Johnson,2015-01-04,BRK,MIA,False,2430.0,8,22,2,6,1,0,3,3,4,0,0,0,3,19
Khris,Middleton,2015-01-04,MIL,NYK,False,1304.0,2,6,1,2,3,1,4,5,3,2,0,1,2,8
Gerald,Green,2015-01-04,PHO,TOR,True,1300.0,4,10,1,2,2,2,4,6,2,0,1,0,4,11
P.J.,Tucker,2015-01-04,PHO,TOR,True,1423.0,4,8,1,5,0,0,4,4,1,3,0,0,3,9
Rajon,Rondo,2015-01-04,DAL,CLE,False,1701.0,2,6,0,1,0,0,4,4,8,2,1,1,2,4
J.R.,Smith,2015-01-04,NYK,MIL,True,2240.0,6,16,3,7,0,0,7,7,4,0,0,2,2,15
Shawn,Marion,2015-01-04,CLE,DAL,True,1247.0,6,11,1,1,0,1,3,4,1,0,0,1,2,13
Derrick,Williams,2015-01-04,SAC,DET,False,1408.0,5,9,0,2,2,0,2,2,1,0,0,0,0,12
Jason,Smith,2015-01-04,NYK,MIL,True,1447.0,3,11,0,0,4,3,2,5,2,1,0,0,2,10
Carlos,Boozer,2015-01-04,LAL,IND,True,1575.0,5,9,0,0,2,1,3,4,1,0,0,2,2,12
Alex,Len,2015-01-04,PHO,TOR,True,912.0,5,6,0,0,0,2,2,4,0,0,0,1,4,10
