Damian,Lillard,2014-12-19,POR,SAS,False,3150.0,16,29,4,9,7,0,3,3,6,2,1,4,2,43
Tim,Duncan,2014-12-19,SAS,POR,True,2582.0,12,24,0,0,8,2,8,10,3,2,4,1,3,32
LaMarcus,Aldridge,2014-12-19,POR,SAS,False,3146.0,13,27,1,3,5,5,11,16,0,5,2,3,3,32
Russell,Westbrook,2014-12-19,OKC,LAL,False,2175.0,9,22,0,1,13,0,5,5,10,1,0,1,2,31
Jimmy,Butler,2014-12-19,CHI,MEM,False,2558.0,11,21,0,2,9,3,7,10,1,2,0,0,2,31
Blake,Griffin,2014-12-19,LAC,DEN,False,2452.0,9,20,0,0,14,4,8,12,3,1,0,0,5,32
Nikola,Mirotic,2014-12-19,CHI,MEM,False,1802.0,7,10,6,6,7,0,8,8,1,0,1,1,0,27
Shabazz,Muhammad,2014-12-19,MIN,BOS,False,2297.0,11,15,2,2,2,2,3,5,5,0,0,2,1,26
Kemba,Walker,2014-12-19,CHO,PHI,False,2269.0,13,23,3,4,1,2,2,4,5,1,0,3,0,30
Derrick,Favors,2014-12-19,UTA,ORL,False,2029.0,9,14,0,0,5,2,8,10,3,0,2,1,2,23
Reggie,Jackson,2014-12-19,OKC,LAL,False,2157.0,9,15,3,5,4,1,2,3,5,0,1,2,2,25
John,Wall,2014-12-19,WAS,MIA,False,2267.0,6,10,0,2,8,0,1,1,10,0,0,2,0,20
Chris,Paul,2014-12-19,LAC,DEN,False,2330.0,8,17,1,4,0,3,2,5,15,3,0,4,2,17
Ed,Davis,2014-12-19,LAL,OKC,True,1914.0,8,10,0,0,2,3,6,9,2,0,2,1,1,18
Joe,Johnson,2014-12-19,BRK,CLE,False,2376.0,10,18,4,9,2,1,3,4,5,2,1,5,2,26
Nene,Hilario,2014-12-19,WAS,MIA,False,1566.0,8,10,0,0,4,2,4,6,2,1,0,0,3,20
Tobias,Harris,2014-12-19,ORL,UTA,True,2107.0,10,18,3,5,1,2,2,4,3,1,0,2,1,24
Kelly,Olynyk,2014-12-19,BOS,MIN,True,1514.0,8,13,2,4,3,2,6,8,3,0,1,0,5,21
Jared,Sullinger,2014-12-19,BOS,MIN,True,1763.0,7,9,0,1,0,3,7,10,3,1,2,1,1,14
Danny,Green,2014-12-19,SAS,POR,True,2625.0,9,21,6,9,3,5,5,10,1,1,0,4,3,27
Nate,Robinson,2014-12-19,DEN,LAC,True,944.0,6,11,4,9,4,1,4,5,3,1,0,1,1,20
Avery,Bradley,2014-12-19,BOS,MIN,True,1922.0,6,14,0,3,2,2,3,5,7,3,1,0,2,14
Brandon,Jennings,2014-12-19,DET,TOR,True,1842.0,8,18,2,6,4,0,4,4,8,1,1,3,3,22
Gordon,Hayward,2014-12-19,UTA,ORL,False,2178.0,5,10,1,1,9,0,3,3,6,0,1,4,0,20
Matt,Barnes,2014-12-19,LAC,DEN,False,2070.0,8,10,0,2,0,2,2,4,0,2,2,0,4,16
Mike,Miller,2014-12-19,CLE,BRK,True,2013.0,7,8,7,8,0,0,2,2,0,0,0,2,2,21
Luol,Deng,2014-12-19,MIA,WAS,True,2212.0,7,12,2,3,3,0,5,5,3,1,1,1,4,19
LeBron,James,2014-12-19,CLE,BRK,True,2396.0,7,18,2,4,6,1,3,4,9,2,0,4,4,22
Chase,Budinger,2014-12-19,MIN,BOS,False,1667.0,8,12,3,5,0,1,3,4,0,1,1,1,2,19
Mason,Plumlee,2014-12-19,BRK,CLE,False,1751.0,5,9,0,0,4,3,6,9,2,0,3,0,5,14
Dwyane,Wade,2014-12-19,MIA,WAS,True,2197.0,12,26,2,4,2,1,3,4,8,1,0,5,5,28
Tiago,Splitter,2014-12-19,SAS,POR,True,1582.0,4,6,0,0,6,4,2,6,2,1,0,2,2,14
Greg,Monroe,2014-12-19,DET,TOR,True,1533.0,7,13,0,0,3,4,3,7,1,1,0,1,1,17
Jeff,Green,2014-12-19,BOS,MIN,True,2183.0,6,13,2,4,4,1,6,7,3,0,0,1,2,18
Lou,Williams,2014-12-19,TOR,DET,False,1700.0,4,8,2,4,5,0,1,1,3,1,0,0,1,15
Evan,Fournier,2014-12-19,ORL,UTA,True,2355.0,7,16,4,6,3,2,1,3,4,0,0,2,2,21
Serge,Ibaka,2014-12-19,OKC,LAL,False,2363.0,6,17,2,5,2,2,5,7,1,1,5,0,1,16
Wesley,Matthews,2014-12-19,POR,SAS,False,2990.0,5,19,2,9,4,3,4,7,5,3,0,0,2,16
