Bradley,Beal,2014-12-29,WAS,HOU,False,2237.0,9,17,5,11,10,1,4,5,3,1,0,3,2,33
Nikola,Vucevic,2014-12-29,ORL,MIA,False,2035.0,12,17,0,0,2,3,6,9,3,0,1,0,1,26
James,Harden,2014-12-29,HOU,WAS,True,2138.0,12,23,3,8,6,1,5,6,4,1,0,2,3,33
Jimmy,Butler,2014-12-29,CHI,IND,False,2647.0,8,20,2,2,9,5,4,9,1,4,1,1,1,27
Rudy,Gay,2014-12-29,SAC,BRK,False,2276.0,9,21,1,3,6,4,5,9,5,2,0,1,2,25
DeMarcus,Cousins,2014-12-29,SAC,BRK,False,2199.0,9,12,0,0,6,3,10,13,4,1,2,5,4,24
Dwyane,Wade,2014-12-29,MIA,ORL,True,1849.0,7,14,0,1,11,1,2,3,6,1,0,3,0,25
Paul,Pierce,2014-12-29,WAS,HOU,False,1779.0,7,9,1,3,6,0,3,3,1,3,1,1,1,21
Chris,Paul,2014-12-29,LAC,UTA,True,2130.0,7,14,3,5,3,1,4,5,8,4,0,2,2,20
Mason,Plumlee,2014-12-29,BRK,SAC,True,1999.0,6,7,0,0,10,3,1,4,1,3,1,3,2,22
Giannis,Antetokounmpo,2014-12-29,MIL,CHO,False,2108.0,7,8,0,0,2,0,8,8,4,0,3,1,2,16
Gerald,Henderson,2014-12-29,CHO,MIL,True,2357.0,7,13,1,3,4,0,4,4,5,2,1,1,2,19
Pau,Gasol,2014-12-29,CHI,IND,False,2092.0,7,14,0,0,6,3,3,6,3,0,1,0,3,20
Danny,Granger,2014-12-29,MIA,ORL,True,1935.0,7,10,6,7,1,1,3,4,2,1,0,2,2,21
Jared,Dudley,2014-12-29,MIL,CHO,False,2121.0,5,10,2,4,5,1,8,9,2,1,0,0,1,17
Kemba,Walker,2014-12-29,CHO,MIL,True,2915.0,7,22,2,8,12,0,1,1,4,2,4,5,2,28
Blake,Griffin,2014-12-29,LAC,UTA,True,2474.0,10,20,0,0,4,0,6,6,7,2,3,6,4,24
Victor,Oladipo,2014-12-29,ORL,MIA,False,2220.0,7,12,3,4,5,0,2,2,4,3,0,5,3,22
John,Wall,2014-12-29,WAS,HOU,False,2214.0,4,10,0,1,5,1,3,4,12,4,0,5,1,13
Joe,Johnson,2014-12-29,BRK,SAC,True,2029.0,6,13,2,6,2,1,1,2,6,1,0,0,0,16
Gordon,Hayward,2014-12-29,UTA,LAC,False,2142.0,8,20,4,7,2,0,4,4,7,0,0,3,1,22
Darren,Collison,2014-12-29,SAC,BRK,False,1842.0,5,7,2,2,4,0,3,3,8,0,0,4,5,16
Rudy,Gobert,2014-12-29,UTA,LAC,False,1507.0,5,7,0,0,1,5,8,13,2,1,0,2,4,11
John,Henson,2014-12-29,MIL,CHO,False,1241.0,4,6,0,0,3,0,4,4,0,0,5,0,2,11
Chris,Bosh,2014-12-29,MIA,ORL,True,1978.0,8,17,0,1,4,1,7,8,1,1,0,2,1,20
Nene,Hilario,2014-12-29,WAS,HOU,False,1628.0,5,9,0,1,2,1,4,5,1,3,0,0,3,12
Kevin,Garnett,2014-12-29,BRK,SAC,True,1252.0,5,10,0,0,0,1,7,8,2,4,0,0,3,10
Matt,Barnes,2014-12-29,LAC,UTA,True,1830.0,4,8,3,5,2,0,2,2,2,0,3,0,3,13
Chris,Copeland,2014-12-29,IND,CHI,True,1057.0,7,10,1,1,2,1,4,5,1,0,1,3,3,17
Marvin,Williams,2014-12-29,CHO,MIL,True,2146.0,3,8,2,3,0,1,13,14,3,3,0,1,2,8
Lavoy,Allen,2014-12-29,IND,CHI,True,1936.0,3,8,0,0,0,3,5,8,6,0,4,0,2,6
Corey,Brewer,2014-12-29,HOU,WAS,True,1687.0,5,13,2,5,3,0,0,0,3,2,1,1,1,15
J.J.,Redick,2014-12-29,LAC,UTA,True,1787.0,6,13,1,6,4,0,1,1,3,0,0,1,2,17
DeAndre,Jordan,2014-12-29,LAC,UTA,True,2191.0,2,4,0,0,1,6,13,19,0,0,4,2,2,5
Zaza,Pachulia,2014-12-29,MIL,CHO,False,1694.0,6,7,0,0,3,0,4,4,1,0,1,3,3,15
